transaction_id,timestamp,store_id,product_id,qty,unit_price,discount,channel
T00152-P002,2026-07-30,STORE-001,P002,28.0,18.0,0.0,IN_STORE
T00153-P002,2026-07-31,STORE-001,P002,33.0,18.0,0.0,IN_STORE
T00154-P002,2026-08-01,STORE-001,P002,31.0,18.0,0.0,IN_STORE
T00155-P002,2026-08-02,STORE-001,P002,33.0,18.0,0.0,IN_STORE
T00156-P002,2026-08-03,STORE-001,P002,25.0,18.0,0.0,IN_STORE
T00157-P002,2026-08-04,STORE-001,P002,23.0,18.0,0.0,IN_STORE
T00158-P002,2026-08-05,STORE-001,P002,26.0,18.0,0.0,IN_STORE
T00159-P002,2026-08-06,STORE-001,P002,28.0,18.0,0.0,IN_STORE
T00160-P002,2026-08-07,STORE-001,P002,28.0,18.0,0.0,IN_STORE
T00161-P002,2026-08-08,STORE-001,P002,31.0,18.0,0.0,IN_STORE
T00162-P002,2026-08-09,STORE-001,P002,39.0,18.0,0.0,IN_STORE
T00163-P002,2026-08-10,STORE-001,P002,27.0,18.0,0.0,IN_STORE
T00164-P002,2026-08-11,STORE-001,P002,24.0,18.0,0.0,IN_STORE
T00165-P002,2026-08-12,STORE-001,P002,25.0,18.0,0.0,IN_STORE
T00166-P002,2026-08-13,STORE-001,P002,31.0,18.0,0.0,IN_STORE
T00167-P002,2026-08-14,STORE-001,P002,28.0,18.0,0.0,IN_STORE
T00168-P002,2026-08-15,STORE-001,P002,32.0,18.0,0.0,IN_STORE
T00169-P002,2026-08-16,STORE-001,P002,32.0,18.0,0.0,IN_STORE
T00170-P002,2026-08-17,STORE-001,P002,26.0,18.0,0.0,IN_STORE
T00171-P002,2026-08-18,STORE-001,P002,26.0,18.0,0.0,IN_STORE
T00172-P002,2026-08-19,STORE-001,P002,31.0,18.0,0.0,IN_STORE
T00173-P002,2026-08-20,STORE-001,P002,30.0,18.0,0.0,IN_STORE
T00174-P002,2026-08-21,STORE-001,P002,29.0,18.0,0.0,IN_STORE
T00175-P002,2026-08-22,STORE-001,P002,47.0,18.0,0.0,IN_STORE
T00176-P002,2026-08-23,STORE-001,P002,28.0,18.0,0.0,IN_STORE
T00177-P002,2026-08-24,STORE-001,P002,26.0,18.0,0.0,IN_STORE
T00178-P002,2026-08-25,STORE-001,P002,25.0,18.0,0.0,IN_STORE
T00179-P002,2026-08-26,STORE-001,P002,28.0,18.0,0.0,IN_STORE
T00180-P002,2026-08-27,STORE-001,P002,29.0,18.0,0.0,IN_STORE
T00001-P003,2026-03-01,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00002-P003,2026-03-02,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00003-P003,2026-03-03,STORE-001,P003,26.0,16.0,0.0,IN_STORE
T00004-P003,2026-03-04,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00005-P003,2026-03-05,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00006-P003,2026-03-06,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00007-P003,2026-03-07,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00008-P003,2026-03-08,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00009-P003,2026-03-09,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00010-P003,2026-03-10,STORE-001,P003,24.0,16.0,0.0,IN_STORE
T00011-P003,2026-03-11,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00012-P003,2026-03-12,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00013-P003,2026-03-13,STORE-001,P003,39.0,16.0,0.0,IN_STORE
T00014-P003,2026-03-14,STORE-001,P003,42.0,16.0,0.0,IN_STORE
T00015-P003,2026-03-15,STORE-001,P003,43.0,16.0,0.0,IN_STORE
T00016-P003,2026-03-16,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00017-P003,2026-03-17,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00018-P003,2026-03-18,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00019-P003,2026-03-19,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00020-P003,2026-03-20,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00021-P003,2026-03-21,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00022-P003,2026-03-22,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00023-P003,2026-03-23,STORE-001,P003,21.0,16.0,0.0,IN_STORE
T00024-P003,2026-03-24,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00025-P003,2026-03-25,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00026-P003,2026-03-26,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00027-P003,2026-03-27,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00028-P003,2026-03-28,STORE-001,P003,46.0,16.0,0.0,IN_STORE
T00029-P003,2026-03-29,STORE-001,P003,39.0,16.0,0.0,IN_STORE
T00030-P003,2026-03-30,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00031-P003,2026-03-31,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00032-P003,2026-04-01,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00033-P003,2026-04-02,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00034-P003,2026-04-03,STORE-001,P003,42.0,16.0,0.0,IN_STORE
T00035-P003,2026-04-04,STORE-001,P003,39.0,16.0,0.0,IN_STORE
T00036-P003,2026-04-05,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00037-P003,2026-04-06,STORE-001,P003,22.0,16.0,0.0,IN_STORE
T00038-P003,2026-04-07,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00039-P003,2026-04-08,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00040-P003,2026-04-09,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00041-P003,2026-04-10,STORE-001,P003,26.0,16.0,0.0,IN_STORE
T00042-P003,2026-04-11,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00043-P003,2026-04-12,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00044-P003,2026-04-13,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00045-P003,2026-04-14,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00046-P003,2026-04-15,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00047-P003,2026-04-16,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00048-P003,2026-04-17,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00049-P003,2026-04-18,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00050-P003,2026-04-19,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00051-P003,2026-04-20,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00052-P003,2026-04-21,STORE-001,P003,24.0,16.0,0.0,IN_STORE
T00053-P003,2026-04-22,STORE-001,P003,24.0,16.0,0.0,IN_STORE
T00054-P003,2026-04-23,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00055-P003,2026-04-24,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00056-P003,2026-04-25,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00057-P003,2026-04-26,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00058-P003,2026-04-27,STORE-001,P003,36.0,14.4,10.0,IN_STORE
T00059-P003,2026-04-28,STORE-001,P003,39.0,14.4,10.0,IN_STORE
T00060-P003,2026-04-29,STORE-001,P003,37.0,14.4,10.0,IN_STORE
T00061-P003,2026-04-30,STORE-001,P003,45.0,14.4,10.0,IN_STORE
T00062-P003,2026-05-01,STORE-001,P003,49.0,14.4,10.0,IN_STORE
T00063-P003,2026-05-02,STORE-001,P003,40.0,14.4,10.0,IN_STORE
T00064-P003,2026-05-03,STORE-001,P003,41.0,14.4,10.0,IN_STORE
T00065-P003,2026-05-04,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00066-P003,2026-05-05,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00067-P003,2026-05-06,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00068-P003,2026-05-07,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00069-P003,2026-05-08,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00070-P003,2026-05-09,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00071-P003,2026-05-10,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00072-P003,2026-05-11,STORE-001,P003,22.0,16.0,0.0,IN_STORE
T00073-P003,2026-05-12,STORE-001,P003,26.0,16.0,0.0,IN_STORE
T00074-P003,2026-05-13,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00075-P003,2026-05-14,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00076-P003,2026-05-15,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00077-P003,2026-05-16,STORE-001,P003,46.0,16.0,0.0,IN_STORE
T00078-P003,2026-05-17,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00079-P003,2026-05-18,STORE-001,P003,23.0,16.0,0.0,IN_STORE
T00080-P003,2026-05-19,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00081-P003,2026-05-20,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00082-P003,2026-05-21,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00083-P003,2026-05-22,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00084-P003,2026-05-23,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00085-P003,2026-05-24,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00086-P003,2026-05-25,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00087-P003,2026-05-26,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00088-P003,2026-05-27,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00089-P003,2026-05-28,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00090-P003,2026-05-29,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00091-P003,2026-05-30,STORE-001,P003,40.0,16.0,0.0,IN_STORE
T00092-P003,2026-05-31,STORE-001,P003,40.0,16.0,0.0,IN_STORE
T00093-P003,2026-06-01,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00094-P003,2026-06-02,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00095-P003,2026-06-03,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00096-P003,2026-06-04,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00097-P003,2026-06-05,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00098-P003,2026-06-06,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00099-P003,2026-06-07,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00100-P003,2026-06-08,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00101-P003,2026-06-09,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00102-P003,2026-06-10,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00103-P003,2026-06-11,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00104-P003,2026-06-12,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00105-P003,2026-06-13,STORE-001,P003,40.0,16.0,0.0,IN_STORE
T00106-P003,2026-06-14,STORE-001,P003,36.0,16.0,0.0,IN_STORE
T00107-P003,2026-06-15,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00108-P003,2026-06-16,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00109-P003,2026-06-17,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00110-P003,2026-06-18,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00111-P003,2026-06-19,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00112-P003,2026-06-20,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00113-P003,2026-06-21,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00114-P003,2026-06-22,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00115-P003,2026-06-23,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00116-P003,2026-06-24,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00117-P003,2026-06-25,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00118-P003,2026-06-26,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00119-P003,2026-06-27,STORE-001,P003,53.0,16.0,0.0,IN_STORE
T00120-P003,2026-06-28,STORE-001,P003,41.0,16.0,0.0,IN_STORE
T00121-P003,2026-06-29,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00122-P003,2026-06-30,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00123-P003,2026-07-01,STORE-001,P003,24.0,16.0,0.0,IN_STORE
T00124-P003,2026-07-02,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00125-P003,2026-07-03,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00126-P003,2026-07-04,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00127-P003,2026-07-05,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00128-P003,2026-07-06,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00129-P003,2026-07-07,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00130-P003,2026-07-08,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00131-P003,2026-07-09,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00132-P003,2026-07-10,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00133-P003,2026-07-11,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00134-P003,2026-07-12,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00135-P003,2026-07-13,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00136-P003,2026-07-14,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00137-P003,2026-07-15,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00138-P003,2026-07-16,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00139-P003,2026-07-17,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00140-P003,2026-07-18,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00141-P003,2026-07-19,STORE-001,P003,37.0,16.0,0.0,IN_STORE
T00142-P003,2026-07-20,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00143-P003,2026-07-21,STORE-001,P003,24.0,16.0,0.0,IN_STORE
T00144-P003,2026-07-22,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00145-P003,2026-07-23,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00146-P003,2026-07-24,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00147-P003,2026-07-25,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00148-P003,2026-07-26,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00149-P003,2026-07-27,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00150-P003,2026-07-28,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00151-P003,2026-07-29,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00152-P003,2026-07-30,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00153-P003,2026-07-31,STORE-001,P003,36.0,16.0,0.0,IN_STORE
T00154-P003,2026-08-01,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00155-P003,2026-08-02,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00156-P003,2026-08-03,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00157-P003,2026-08-04,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00158-P003,2026-08-05,STORE-001,P003,26.0,16.0,0.0,IN_STORE
T00159-P003,2026-08-06,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00160-P003,2026-08-07,STORE-001,P003,35.0,16.0,0.0,IN_STORE
T00161-P003,2026-08-08,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00162-P003,2026-08-09,STORE-001,P003,40.0,16.0,0.0,IN_STORE
T00163-P003,2026-08-10,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00164-P003,2026-08-11,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00165-P003,2026-08-12,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00166-P003,2026-08-13,STORE-001,P003,28.0,16.0,0.0,IN_STORE
T00167-P003,2026-08-14,STORE-001,P003,31.0,16.0,0.0,IN_STORE
T00168-P003,2026-08-15,STORE-001,P003,42.0,16.0,0.0,IN_STORE
T00169-P003,2026-08-16,STORE-001,P003,39.0,16.0,0.0,IN_STORE
T00170-P003,2026-08-17,STORE-001,P003,26.0,16.0,0.0,IN_STORE
T00171-P003,2026-08-18,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00172-P003,2026-08-19,STORE-001,P003,25.0,16.0,0.0,IN_STORE
T00173-P003,2026-08-20,STORE-001,P003,30.0,16.0,0.0,IN_STORE
T00174-P003,2026-08-21,STORE-001,P003,29.0,16.0,0.0,IN_STORE
T00175-P003,2026-08-22,STORE-001,P003,41.0,16.0,0.0,IN_STORE
T00176-P003,2026-08-23,STORE-001,P003,34.0,16.0,0.0,IN_STORE
T00177-P003,2026-08-24,STORE-001,P003,26.0,16.0,0.0,IN_STORE
T00178-P003,2026-08-25,STORE-001,P003,27.0,16.0,0.0,IN_STORE
T00179-P003,2026-08-26,STORE-001,P003,33.0,16.0,0.0,IN_STORE
T00180-P003,2026-08-27,STORE-001,P003,32.0,16.0,0.0,IN_STORE
T00001-P004,2026-03-01,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00002-P004,2026-03-02,STORE-001,P004,20.0,19.0,0.0,IN_STORE
T00003-P004,2026-03-03,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00004-P004,2026-03-04,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00005-P004,2026-03-05,STORE-001,P004,18.0,19.0,0.0,IN_STORE
T00006-P004,2026-03-06,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00007-P004,2026-03-07,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00008-P004,2026-03-08,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00009-P004,2026-03-09,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00010-P004,2026-03-10,STORE-001,P004,21.0,19.0,0.0,IN_STORE
T00011-P004,2026-03-11,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00012-P004,2026-03-12,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00013-P004,2026-03-13,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00014-P004,2026-03-14,STORE-001,P004,34.0,19.0,0.0,IN_STORE
T00015-P004,2026-03-15,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00016-P004,2026-03-16,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00017-P004,2026-03-17,STORE-001,P004,21.0,19.0,0.0,IN_STORE
T00018-P004,2026-03-18,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00019-P004,2026-03-19,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00020-P004,2026-03-20,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00021-P004,2026-03-21,STORE-001,P004,34.0,19.0,0.0,IN_STORE
T00022-P004,2026-03-22,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00023-P004,2026-03-23,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00024-P004,2026-03-24,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00025-P004,2026-03-25,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00026-P004,2026-03-26,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00027-P004,2026-03-27,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00028-P004,2026-03-28,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00029-P004,2026-03-29,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00030-P004,2026-03-30,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00031-P004,2026-03-31,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00032-P004,2026-04-01,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00033-P004,2026-04-02,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00034-P004,2026-04-03,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00035-P004,2026-04-04,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00036-P004,2026-04-05,STORE-001,P004,21.0,19.0,0.0,IN_STORE
T00037-P004,2026-04-06,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00038-P004,2026-04-07,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00039-P004,2026-04-08,STORE-001,P004,20.0,19.0,0.0,IN_STORE
T00040-P004,2026-04-09,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00041-P004,2026-04-10,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00042-P004,2026-04-11,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00043-P004,2026-04-12,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00044-P004,2026-04-13,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00045-P004,2026-04-14,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00046-P004,2026-04-15,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00047-P004,2026-04-16,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00048-P004,2026-04-17,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00049-P004,2026-04-18,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00050-P004,2026-04-19,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00051-P004,2026-04-20,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00052-P004,2026-04-21,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00053-P004,2026-04-22,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00054-P004,2026-04-23,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00055-P004,2026-04-24,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00056-P004,2026-04-25,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00057-P004,2026-04-26,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00058-P004,2026-04-27,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00059-P004,2026-04-28,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00060-P004,2026-04-29,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00061-P004,2026-04-30,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00062-P004,2026-05-01,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00063-P004,2026-05-02,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00064-P004,2026-05-03,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00065-P004,2026-05-04,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00066-P004,2026-05-05,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00067-P004,2026-05-06,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00068-P004,2026-05-07,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00069-P004,2026-05-08,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00070-P004,2026-05-09,STORE-001,P004,35.0,19.0,0.0,IN_STORE
T00071-P004,2026-05-10,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00072-P004,2026-05-11,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00073-P004,2026-05-12,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00074-P004,2026-05-13,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00075-P004,2026-05-14,STORE-001,P004,35.0,19.0,0.0,IN_STORE
T00076-P004,2026-05-15,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00077-P004,2026-05-16,STORE-001,P004,35.0,19.0,0.0,IN_STORE
T00078-P004,2026-05-17,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00079-P004,2026-05-18,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00080-P004,2026-05-19,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00081-P004,2026-05-20,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00082-P004,2026-05-21,STORE-001,P004,27.0,19.0,0.0,IN_STORE
T00083-P004,2026-05-22,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00084-P004,2026-05-23,STORE-001,P004,35.0,19.0,0.0,IN_STORE
T00085-P004,2026-05-24,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00086-P004,2026-05-25,STORE-001,P004,27.0,16.72,12.0,IN_STORE
T00087-P004,2026-05-26,STORE-001,P004,25.0,16.72,12.0,IN_STORE
T00088-P004,2026-05-27,STORE-001,P004,33.0,16.72,12.0,IN_STORE
T00089-P004,2026-05-28,STORE-001,P004,34.0,16.72,12.0,IN_STORE
T00090-P004,2026-05-29,STORE-001,P004,41.0,16.72,12.0,IN_STORE
T00091-P004,2026-05-30,STORE-001,P004,35.0,16.72,12.0,IN_STORE
T00092-P004,2026-05-31,STORE-001,P004,44.0,16.72,12.0,IN_STORE
T00093-P004,2026-06-01,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00094-P004,2026-06-02,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00095-P004,2026-06-03,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00096-P004,2026-06-04,STORE-001,P004,21.0,19.0,0.0,IN_STORE
T00097-P004,2026-06-05,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00098-P004,2026-06-06,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00099-P004,2026-06-07,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00100-P004,2026-06-08,STORE-001,P004,21.0,19.0,0.0,IN_STORE
T00101-P004,2026-06-09,STORE-001,P004,23.0,19.0,0.0,IN_STORE
T00102-P004,2026-06-10,STORE-001,P004,29.0,19.0,0.0,IN_STORE
T00103-P004,2026-06-11,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00104-P004,2026-06-12,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00105-P004,2026-06-13,STORE-001,P004,34.0,19.0,0.0,IN_STORE
T00106-P004,2026-06-14,STORE-001,P004,31.0,19.0,0.0,IN_STORE
T00107-P004,2026-06-15,STORE-001,P004,20.0,19.0,0.0,IN_STORE
T00108-P004,2026-06-16,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00109-P004,2026-06-17,STORE-001,P004,24.0,19.0,0.0,IN_STORE
T00110-P004,2026-06-18,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00111-P004,2026-06-19,STORE-001,P004,33.0,19.0,0.0,IN_STORE
T00112-P004,2026-06-20,STORE-001,P004,35.0,19.0,0.0,IN_STORE
T00113-P004,2026-06-21,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00114-P004,2026-06-22,STORE-001,P004,22.0,19.0,0.0,IN_STORE
T00115-P004,2026-06-23,STORE-001,P004,30.0,19.0,0.0,IN_STORE
T00116-P004,2026-06-24,STORE-001,P004,25.0,19.0,0.0,IN_STORE
T00117-P004,2026-06-25,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00118-P004,2026-06-26,STORE-001,P004,28.0,19.0,0.0,IN_STORE
T00119-P004,2026-06-27,STORE-001,P004,36.0,19.0,0.0,IN_STORE
T00120-P004,2026-06-28,STORE-001,P004,32.0,19.0,0.0,IN_STORE
T00121-P004,2026-06-29,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00122-P004,2026-06-30,STORE-001,P004,26.0,19.0,0.0,IN_STORE
T00123-P004,2026-07-01,STORE-001,P004,25.0,19.0,0.0,IN_STORE
